fullName, eventId, contributionTitle, contributionDescription
'Che{comma} Guangwei', '773049', 'BNL Cloud Storage Service BNLBox', 'Large scientific data centers have recently begun providing a number of different types of data storage to satisfy the various needs of their users. Users with interactive accounts for example might want a posix interface for easy access to the data from their interactive machines. Grid computing sites on the other hand likely need to provide an X509 based storage protocol like SRM and GridFTP since the data management system is built on top of them.  Meanwhile an experiment producing large amounts of data typically demands a service that provides archival storage for the safe keeping of their unique data. To access these various types of data users must use specific sets of commands tailored for the respective storage making access to their data complex and difficult.  BNLBox is an attempt to provide a unified and easy to use storage service for all BNL users scientists and engineers to store their important documents code and data.  It is a cloud storage system with an intuitive web interface for novice users.  It provides an automated synchronization feature that enables users to upload data to their cloud storage without manual intervention freeing them to focus on analysis rather than data management software.  It provides a posix interface for local interactive users which simplifies data access from batch jobs as well.  At the same time it also provides users with a straightforward mechanism for archiving large data sets for later processing.  The storage space can be used for both code and data within the compute job environment. This presentation will cover the various aspects of the BNLBox storage service.'
'Liu{comma} Zhenping', '773049', 'BNL Cloud Storage Service BNLBox', 'Large scientific data centers have recently begun providing a number of different types of data storage to satisfy the various needs of their users. Users with interactive accounts for example might want a posix interface for easy access to the data from their interactive machines. Grid computing sites on the other hand likely need to provide an X509 based storage protocol like SRM and GridFTP since the data management system is built on top of them.  Meanwhile an experiment producing large amounts of data typically demands a service that provides archival storage for the safe keeping of their unique data. To access these various types of data users must use specific sets of commands tailored for the respective storage making access to their data complex and difficult.  BNLBox is an attempt to provide a unified and easy to use storage service for all BNL users scientists and engineers to store their important documents code and data.  It is a cloud storage system with an intuitive web interface for novice users.  It provides an automated synchronization feature that enables users to upload data to their cloud storage without manual intervention freeing them to focus on analysis rather than data management software.  It provides a posix interface for local interactive users which simplifies data access from batch jobs as well.  At the same time it also provides users with a straightforward mechanism for archiving large data sets for later processing.  The storage space can be used for both code and data within the compute job environment. This presentation will cover the various aspects of the BNLBox storage service.'
'Pielok{comma} Tobias', '773049', 'BAT.jl – Upgrading the Bayesian Analysis Toolkit', 'BAT.jl the Julia version of the Bayesian Analysis Toolkit is a software package which is designed to help solve statistical problems encountered in Bayesian inference. Typical examples are the extraction of the values of the free parameters of a model the comparison of different models in the light of a given data set and the test of the validity of a model to represent the data set at hand. BAT.jl is based on Bayes’ Theorem and it is realized with the use of different algorithms. These give access to the full posterior probability distribution and they enable parameter estimation limit setting and uncertainty propagation.\nBAT.jl is implemented in Julia and allows for a flexible definition of mathematical models and applications while keeping in mind the reliability and speed requirements of the numerical operations. It provides implementations or links to implementations of algorithms for sampling optimization and integration. While predefined models exist for standard cases such as simple counting experiments binomial problems or Gaussian models its full strength lies in the analysis of complex and high-dimensional models often encountered in high energy and nuclear physics.\nBAT.jl is a completely re-written code based on the original BAT code written in C++ . There is no backward compatibility whatsoever but the spirit is the same: providing a tool for Bayesian computations of complex models.\nThe poster will summarize the current status of the BAT.jl project and highlight the challenges faced in the fields of high energy and nuclear physics.'
'La Cagnina{comma} Salvatore', '773049', 'BAT.jl – Upgrading the Bayesian Analysis Toolkit', 'BAT.jl the Julia version of the Bayesian Analysis Toolkit is a software package which is designed to help solve statistical problems encountered in Bayesian inference. Typical examples are the extraction of the values of the free parameters of a model the comparison of different models in the light of a given data set and the test of the validity of a model to represent the data set at hand. BAT.jl is based on Bayes’ Theorem and it is realized with the use of different algorithms. These give access to the full posterior probability distribution and they enable parameter estimation limit setting and uncertainty propagation.\nBAT.jl is implemented in Julia and allows for a flexible definition of mathematical models and applications while keeping in mind the reliability and speed requirements of the numerical operations. It provides implementations or links to implementations of algorithms for sampling optimization and integration. While predefined models exist for standard cases such as simple counting experiments binomial problems or Gaussian models its full strength lies in the analysis of complex and high-dimensional models often encountered in high energy and nuclear physics.\nBAT.jl is a completely re-written code based on the original BAT code written in C++ . There is no backward compatibility whatsoever but the spirit is the same: providing a tool for Bayesian computations of complex models.\nThe poster will summarize the current status of the BAT.jl project and highlight the challenges faced in the fields of high energy and nuclear physics.'
'Grunwald{comma} Cornelius', '773049', 'BAT.jl – Upgrading the Bayesian Analysis Toolkit', 'BAT.jl the Julia version of the Bayesian Analysis Toolkit is a software package which is designed to help solve statistical problems encountered in Bayesian inference. Typical examples are the extraction of the values of the free parameters of a model the comparison of different models in the light of a given data set and the test of the validity of a model to represent the data set at hand. BAT.jl is based on Bayes’ Theorem and it is realized with the use of different algorithms. These give access to the full posterior probability distribution and they enable parameter estimation limit setting and uncertainty propagation.\nBAT.jl is implemented in Julia and allows for a flexible definition of mathematical models and applications while keeping in mind the reliability and speed requirements of the numerical operations. It provides implementations or links to implementations of algorithms for sampling optimization and integration. While predefined models exist for standard cases such as simple counting experiments binomial problems or Gaussian models its full strength lies in the analysis of complex and high-dimensional models often encountered in high energy and nuclear physics.\nBAT.jl is a completely re-written code based on the original BAT code written in C++ . There is no backward compatibility whatsoever but the spirit is the same: providing a tool for Bayesian computations of complex models.\nThe poster will summarize the current status of the BAT.jl project and highlight the challenges faced in the fields of high energy and nuclear physics.'
'Shtembari{comma} Lolian', '773049', 'BAT.jl – Upgrading the Bayesian Analysis Toolkit', 'BAT.jl the Julia version of the Bayesian Analysis Toolkit is a software package which is designed to help solve statistical problems encountered in Bayesian inference. Typical examples are the extraction of the values of the free parameters of a model the comparison of different models in the light of a given data set and the test of the validity of a model to represent the data set at hand. BAT.jl is based on Bayes’ Theorem and it is realized with the use of different algorithms. These give access to the full posterior probability distribution and they enable parameter estimation limit setting and uncertainty propagation.\nBAT.jl is implemented in Julia and allows for a flexible definition of mathematical models and applications while keeping in mind the reliability and speed requirements of the numerical operations. It provides implementations or links to implementations of algorithms for sampling optimization and integration. While predefined models exist for standard cases such as simple counting experiments binomial problems or Gaussian models its full strength lies in the analysis of complex and high-dimensional models often encountered in high energy and nuclear physics.\nBAT.jl is a completely re-written code based on the original BAT code written in C++ . There is no backward compatibility whatsoever but the spirit is the same: providing a tool for Bayesian computations of complex models.\nThe poster will summarize the current status of the BAT.jl project and highlight the challenges faced in the fields of high energy and nuclear physics.'
'Schick{comma} Rafael', '773049', 'BAT.jl – Upgrading the Bayesian Analysis Toolkit', 'BAT.jl the Julia version of the Bayesian Analysis Toolkit is a software package which is designed to help solve statistical problems encountered in Bayesian inference. Typical examples are the extraction of the values of the free parameters of a model the comparison of different models in the light of a given data set and the test of the validity of a model to represent the data set at hand. BAT.jl is based on Bayes’ Theorem and it is realized with the use of different algorithms. These give access to the full posterior probability distribution and they enable parameter estimation limit setting and uncertainty propagation.\nBAT.jl is implemented in Julia and allows for a flexible definition of mathematical models and applications while keeping in mind the reliability and speed requirements of the numerical operations. It provides implementations or links to implementations of algorithms for sampling optimization and integration. While predefined models exist for standard cases such as simple counting experiments binomial problems or Gaussian models its full strength lies in the analysis of complex and high-dimensional models often encountered in high energy and nuclear physics.\nBAT.jl is a completely re-written code based on the original BAT code written in C++ . There is no backward compatibility whatsoever but the spirit is the same: providing a tool for Bayesian computations of complex models.\nThe poster will summarize the current status of the BAT.jl project and highlight the challenges faced in the fields of high energy and nuclear physics.'
'Szalay{comma} Marco', '773049', 'BAT.jl – Upgrading the Bayesian Analysis Toolkit', 'BAT.jl the Julia version of the Bayesian Analysis Toolkit is a software package which is designed to help solve statistical problems encountered in Bayesian inference. Typical examples are the extraction of the values of the free parameters of a model the comparison of different models in the light of a given data set and the test of the validity of a model to represent the data set at hand. BAT.jl is based on Bayes’ Theorem and it is realized with the use of different algorithms. These give access to the full posterior probability distribution and they enable parameter estimation limit setting and uncertainty propagation.\nBAT.jl is implemented in Julia and allows for a flexible definition of mathematical models and applications while keeping in mind the reliability and speed requirements of the numerical operations. It provides implementations or links to implementations of algorithms for sampling optimization and integration. While predefined models exist for standard cases such as simple counting experiments binomial problems or Gaussian models its full strength lies in the analysis of complex and high-dimensional models often encountered in high energy and nuclear physics.\nBAT.jl is a completely re-written code based on the original BAT code written in C++ . There is no backward compatibility whatsoever but the spirit is the same: providing a tool for Bayesian computations of complex models.\nThe poster will summarize the current status of the BAT.jl project and highlight the challenges faced in the fields of high energy and nuclear physics.'
'Caldwell{comma} Allen', '773049', 'BAT.jl – Upgrading the Bayesian Analysis Toolkit', 'BAT.jl the Julia version of the Bayesian Analysis Toolkit is a software package which is designed to help solve statistical problems encountered in Bayesian inference. Typical examples are the extraction of the values of the free parameters of a model the comparison of different models in the light of a given data set and the test of the validity of a model to represent the data set at hand. BAT.jl is based on Bayes’ Theorem and it is realized with the use of different algorithms. These give access to the full posterior probability distribution and they enable parameter estimation limit setting and uncertainty propagation.\nBAT.jl is implemented in Julia and allows for a flexible definition of mathematical models and applications while keeping in mind the reliability and speed requirements of the numerical operations. It provides implementations or links to implementations of algorithms for sampling optimization and integration. While predefined models exist for standard cases such as simple counting experiments binomial problems or Gaussian models its full strength lies in the analysis of complex and high-dimensional models often encountered in high energy and nuclear physics.\nBAT.jl is a completely re-written code based on the original BAT code written in C++ . There is no backward compatibility whatsoever but the spirit is the same: providing a tool for Bayesian computations of complex models.\nThe poster will summarize the current status of the BAT.jl project and highlight the challenges faced in the fields of high energy and nuclear physics.'
'Beaujean{comma} Frederik', '773049', 'BAT.jl – Upgrading the Bayesian Analysis Toolkit', 'BAT.jl the Julia version of the Bayesian Analysis Toolkit is a software package which is designed to help solve statistical problems encountered in Bayesian inference. Typical examples are the extraction of the values of the free parameters of a model the comparison of different models in the light of a given data set and the test of the validity of a model to represent the data set at hand. BAT.jl is based on Bayes’ Theorem and it is realized with the use of different algorithms. These give access to the full posterior probability distribution and they enable parameter estimation limit setting and uncertainty propagation.\nBAT.jl is implemented in Julia and allows for a flexible definition of mathematical models and applications while keeping in mind the reliability and speed requirements of the numerical operations. It provides implementations or links to implementations of algorithms for sampling optimization and integration. While predefined models exist for standard cases such as simple counting experiments binomial problems or Gaussian models its full strength lies in the analysis of complex and high-dimensional models often encountered in high energy and nuclear physics.\nBAT.jl is a completely re-written code based on the original BAT code written in C++ . There is no backward compatibility whatsoever but the spirit is the same: providing a tool for Bayesian computations of complex models.\nThe poster will summarize the current status of the BAT.jl project and highlight the challenges faced in the fields of high energy and nuclear physics.'
'Kroeninger{comma} Kevin Alexander', '773049', 'BAT.jl – Upgrading the Bayesian Analysis Toolkit', 'BAT.jl the Julia version of the Bayesian Analysis Toolkit is a software package which is designed to help solve statistical problems encountered in Bayesian inference. Typical examples are the extraction of the values of the free parameters of a model the comparison of different models in the light of a given data set and the test of the validity of a model to represent the data set at hand. BAT.jl is based on Bayes’ Theorem and it is realized with the use of different algorithms. These give access to the full posterior probability distribution and they enable parameter estimation limit setting and uncertainty propagation.\nBAT.jl is implemented in Julia and allows for a flexible definition of mathematical models and applications while keeping in mind the reliability and speed requirements of the numerical operations. It provides implementations or links to implementations of algorithms for sampling optimization and integration. While predefined models exist for standard cases such as simple counting experiments binomial problems or Gaussian models its full strength lies in the analysis of complex and high-dimensional models often encountered in high energy and nuclear physics.\nBAT.jl is a completely re-written code based on the original BAT code written in C++ . There is no backward compatibility whatsoever but the spirit is the same: providing a tool for Bayesian computations of complex models.\nThe poster will summarize the current status of the BAT.jl project and highlight the challenges faced in the fields of high energy and nuclear physics.'
'Schulz{comma} Oliver', '773049', 'BAT.jl – Upgrading the Bayesian Analysis Toolkit', 'BAT.jl the Julia version of the Bayesian Analysis Toolkit is a software package which is designed to help solve statistical problems encountered in Bayesian inference. Typical examples are the extraction of the values of the free parameters of a model the comparison of different models in the light of a given data set and the test of the validity of a model to represent the data set at hand. BAT.jl is based on Bayes’ Theorem and it is realized with the use of different algorithms. These give access to the full posterior probability distribution and they enable parameter estimation limit setting and uncertainty propagation.\nBAT.jl is implemented in Julia and allows for a flexible definition of mathematical models and applications while keeping in mind the reliability and speed requirements of the numerical operations. It provides implementations or links to implementations of algorithms for sampling optimization and integration. While predefined models exist for standard cases such as simple counting experiments binomial problems or Gaussian models its full strength lies in the analysis of complex and high-dimensional models often encountered in high energy and nuclear physics.\nBAT.jl is a completely re-written code based on the original BAT code written in C++ . There is no backward compatibility whatsoever but the spirit is the same: providing a tool for Bayesian computations of complex models.\nThe poster will summarize the current status of the BAT.jl project and highlight the challenges faced in the fields of high energy and nuclear physics.'
'Scaffidi{comma} Andre', '773049', 'On the sensitivity of direct detection experiments to multi-component dark matter.', 'The Weakly Interacting Massive Particle or "WIMP" has been a widely studied solution to the dark matter problem.  A plausible scenario is that DM is not made up of a single WIMP species but that it has a multi-component nature. In this talk I give an overview of recently published work in which we studied direct detection signals in the presence of multi-component WIMP-like DM. I will give an overview of the "smoking gun" signature of two-component dark matter as well as give a detailed explanation of the statistical methods used to forecast a signal in future generations of direct detection detectors. The two main avenues for forecasting that I will present involve a discriminating between the one and two-component hypothesis and b parameter reconstruction. I will also present an example of a minimal extension to the general model independent two-component phase space by introducing constraints from thermal freeze out.'
'CMS Collaboration', '773049', 'Calibration and Performance of the CMS Electromagnetic Calorimeter in LHC Run2', 'Many physics analyses using the Compact Muon Solenoid CMS detector at the LHC require accurate high resolution electron and photon energy measurements. Excellent energy resolution is crucial for studies of Higgs boson decays with electromagnetic particles in the final state as well as searches for very high mass resonances decaying to energetic photons or electrons. The CMS electromagnetic calorimeter ECAL is a fundamental instrument for these analyses and its energy resolution is crucial for the Higgs boson mass measurement. Recently the energy response of the calorimeter has been precisely calibrated exploiting the full Run2 data aiming at a legacy reprocessing of the data. A dedicated calibration of each detector channel has been performed with physics events exploiting electrons from W and Z boson decays photons from pi0/eta decays and from the azimuthally symmetric energy distribution of minimum bias events. This talk presents the calibration strategies that have been implemented and the excellent performance achieved by the CMS ECAL with the ultimate calibration of Run II data in terms of energy scale stability and energy resolution.'
'CMS Collaboration', '773049', 'CMS Experience with Adoption of the Community-supported DD4hep Toolkit', 'DD4hep is an open-source software toolkit that provides comprehensive and complete generic detector descriptions for high energy physics HEP detectors. The Compact Muon Solenoid collaboration CMS has recently evaluated and adopted DD4hep to replace its custom detector description software. CMS has demanding software requirements as a very large long-running experiment that must support legacy geometries and study many possible upgraded detector designs of a constantly evolving detector that will be taking data for many years to come. CMS has chosen DD4hep since it is a high-quality community-supported solution that will benefit from continuing modernization and maintenance. This presentation will discuss the issues of DD4hep adoption the advantages and disadvantages of the various design choices performance results and the integration of the plugin systems from CMS and Gaudi another open-source software framework. Recommendations about DD4hep based upon the CMS use cases will also be presented.'
'Malyshkin{comma} Yury', '773049', 'Machine Learning Approaches for Event Reconstruction in JUNO', "Jiangmen Underground Neutrino Observatory JUNO is a multi-purpose neutrino experiment being built in China. It will have 20 kton of highly transparent liquid scintillator contained in an acrylic sphere surrounded by 18 thousand 20'' PMTs and 25 thousand 3'' PMTs providing an energy resolution better than 3% above 1 MeV. JUNO is expected being able to resolve the neutrino mass hierarchy significantly improve accuracy of the solar oscillation parameters and make a significant impact into other neutrino physics domains. Processing the enormous amount of data coming from the PMTs of the JUNO detector and achieving high accuracy and precision of the subsequent event reconstruction will be unprecedentedly challenging. A variety of machine learning approaches quickly developing nowadays may serve as an interesting alternative to the traditional reconstruction methods in terms of performance and speed. Some possible applications of machine learning techniques being considered for JUNO will be presented and discussed."
'Tran{comma} Nhan Viet', '773049', 'FPGA-accelerated machine learning inference as a service for particle physics computing', 'Large-scale particle physics experiments face challenging demands for high-throughput computing resources both now and in the future. New heterogeneous computing paradigms on dedicated hardware with increased parallelization such as Field Programmable Gate Arrays FPGAs offer exciting solutions with large potential gains. The growing applications of machine learning algorithms in particle physics for simulation reconstruction and analysis are naturally deployed on such platforms. We demonstrate that the acceleration of machine learning inference as a web service represents a heterogeneous computing solution for particle physics experiments that requires minimal modification to the current computing model. As examples we retrain the ResNet50 convolutional neural network to demonstrate state-of-the-art performance for top quark jet tagging at the LHC and apply a ResNet50 model with transfer learning for neutrino event classification. Using Microsoft Azure Machine Learning deploying Intel FPGAs to accelerate the ResNet50 image classification model we achieve average inference times of 60 10 milliseconds with our experimental physics software framework deployed as a cloud edge or on-premises service representing an improvement by a factor of approximately 30 175 in model inference latency over traditional CPU inference in current experimental hardware. A single FPGA service accessed by many CPUs achieves a throughput of 600-700 inferences per second using an image batch of one comparable to large batch-size GPU throughput and significantly better than small batch-size GPU throughput. Deployed as an edge or cloud service for the particle physics computing model coprocessor accelerators can have a higher duty cycle and are potentially much more cost-effective.'
'Nesbo{comma} Simon Voigt', '773049', 'System simulations for the ALICE ITS detector upgrade', 'The ALICE experiment at the CERN LHC will feature several upgrades for run 3 one of which is a new inner tracking system ITS. The ITS upgrade is currently under development and commissioning. The new ITS will be installed during the ongoing long shutdown 2.\n\nThe specification for the ITS upgrade calls for event rates of up to 100 kHz for Pb-Pb and 400 kHz pp which is two orders of magnitude higher than the existing system. The seven layers of ALPIDE pixel sensor chips significantly improve tracking with a total of 24120 pixel chips. This is a vast improvement over the existing inner tracker with six layers of which only the two innermost layers were pixel sensors.\n\nA number of factors will have an impact on the performance and readout efficiency of the upgraded ITS in run 3. While these factors are not limited to operating conditions such as run type and event rates there are also a number of sensor configuration parameters that will have an effect. For instance the strobe length and the choice of sensor operating mode; triggered or continuous.\n\nTo that end we have developed a simplified simulation model of the readout hardware in the ALPIDE and ITS using the SystemC library for system level modeling in C++. This simulation model is three orders of magnitude faster than a normal HDL simulation of the chip and facilitates simulations of an increased number of events for a large portion of the detector.\n\nIn this paper we present simulation results where we have been able to quantify detector performance under different running conditions. The results are used for system configuration as well as ongoing development of the readout electronics.'
'Amoroso{comma} Simone', '773049', 'Addressing the software and computing challenges of physics event generators', 'The HL-LHC physics program will require unprecedented computing resources for simulated collisions and therefore Monte Carlo MC event generation. The number of MC events to generate and simulate which scales as the integrated luminosity of real collisions is expected to increase at a much faster rate than the available computing resources. The fraction of CPU consumed by MC event generators will also increase dramatically as the LHC experiments are expected to use primarily fast detector simulation. In addition the availability and reliance upon higher precision theoretical calculations is also expected to increase resulting in increased computing resource requirements for MC generation compared to today. Consequently to ensure physics results are not restricted by a limited number of MC events that can be generated on the available resources significant optimisation upon the current model is required.\n\nTo achieve this first a detailed analysis of the current computing model for MC event generators is required followed by optimisation to improve generator software performance. In addition developing generator software to be able to exploit the evolution of computing architectures in the HL-LHC era which will likely take the form of accelerator-based High Performance Computing clusters will be vital. Such architectures are better suited to the smaller code-bases of MC generators rather than the vast code bases of the LHC experiments simulation and reconstruction infrastructures. Finally more precise projections of the generator-level physics requirements for HL-LHC are also required from theorists and experimentalists.\n\nThe HEP Software Foundation has recently created an Event Generators Working Group that aims to bring together MC generator authors LHC experiment users and software experts to address these issues. The first results of this working group are presented here. This includes a detailed study of the ATLAS and CMS generator usage during Run 2 benchmarking of different MC generator CPU performance and first studies on using MC generator code on new architectures.'
'Childers{comma} Taylor', '773049', 'Addressing the software and computing challenges of physics event generators', 'The HL-LHC physics program will require unprecedented computing resources for simulated collisions and therefore Monte Carlo MC event generation. The number of MC events to generate and simulate which scales as the integrated luminosity of real collisions is expected to increase at a much faster rate than the available computing resources. The fraction of CPU consumed by MC event generators will also increase dramatically as the LHC experiments are expected to use primarily fast detector simulation. In addition the availability and reliance upon higher precision theoretical calculations is also expected to increase resulting in increased computing resource requirements for MC generation compared to today. Consequently to ensure physics results are not restricted by a limited number of MC events that can be generated on the available resources significant optimisation upon the current model is required.\n\nTo achieve this first a detailed analysis of the current computing model for MC event generators is required followed by optimisation to improve generator software performance. In addition developing generator software to be able to exploit the evolution of computing architectures in the HL-LHC era which will likely take the form of accelerator-based High Performance Computing clusters will be vital. Such architectures are better suited to the smaller code-bases of MC generators rather than the vast code bases of the LHC experiments simulation and reconstruction infrastructures. Finally more precise projections of the generator-level physics requirements for HL-LHC are also required from theorists and experimentalists.\n\nThe HEP Software Foundation has recently created an Event Generators Working Group that aims to bring together MC generator authors LHC experiment users and software experts to address these issues. The first results of this working group are presented here. This includes a detailed study of the ATLAS and CMS generator usage during Run 2 benchmarking of different MC generator CPU performance and first studies on using MC generator code on new architectures.'
'Mrenna{comma} Stephen', '773049', 'Addressing the software and computing challenges of physics event generators', 'The HL-LHC physics program will require unprecedented computing resources for simulated collisions and therefore Monte Carlo MC event generation. The number of MC events to generate and simulate which scales as the integrated luminosity of real collisions is expected to increase at a much faster rate than the available computing resources. The fraction of CPU consumed by MC event generators will also increase dramatically as the LHC experiments are expected to use primarily fast detector simulation. In addition the availability and reliance upon higher precision theoretical calculations is also expected to increase resulting in increased computing resource requirements for MC generation compared to today. Consequently to ensure physics results are not restricted by a limited number of MC events that can be generated on the available resources significant optimisation upon the current model is required.\n\nTo achieve this first a detailed analysis of the current computing model for MC event generators is required followed by optimisation to improve generator software performance. In addition developing generator software to be able to exploit the evolution of computing architectures in the HL-LHC era which will likely take the form of accelerator-based High Performance Computing clusters will be vital. Such architectures are better suited to the smaller code-bases of MC generators rather than the vast code bases of the LHC experiments simulation and reconstruction infrastructures. Finally more precise projections of the generator-level physics requirements for HL-LHC are also required from theorists and experimentalists.\n\nThe HEP Software Foundation has recently created an Event Generators Working Group that aims to bring together MC generator authors LHC experiment users and software experts to address these issues. The first results of this working group are presented here. This includes a detailed study of the ATLAS and CMS generator usage during Run 2 benchmarking of different MC generator CPU performance and first studies on using MC generator code on new architectures.'
'Hoeche{comma} Stefan', '773049', 'Addressing the software and computing challenges of physics event generators', 'The HL-LHC physics program will require unprecedented computing resources for simulated collisions and therefore Monte Carlo MC event generation. The number of MC events to generate and simulate which scales as the integrated luminosity of real collisions is expected to increase at a much faster rate than the available computing resources. The fraction of CPU consumed by MC event generators will also increase dramatically as the LHC experiments are expected to use primarily fast detector simulation. In addition the availability and reliance upon higher precision theoretical calculations is also expected to increase resulting in increased computing resource requirements for MC generation compared to today. Consequently to ensure physics results are not restricted by a limited number of MC events that can be generated on the available resources significant optimisation upon the current model is required.\n\nTo achieve this first a detailed analysis of the current computing model for MC event generators is required followed by optimisation to improve generator software performance. In addition developing generator software to be able to exploit the evolution of computing architectures in the HL-LHC era which will likely take the form of accelerator-based High Performance Computing clusters will be vital. Such architectures are better suited to the smaller code-bases of MC generators rather than the vast code bases of the LHC experiments simulation and reconstruction infrastructures. Finally more precise projections of the generator-level physics requirements for HL-LHC are also required from theorists and experimentalists.\n\nThe HEP Software Foundation has recently created an Event Generators Working Group that aims to bring together MC generator authors LHC experiment users and software experts to address these issues. The first results of this working group are presented here. This includes a detailed study of the ATLAS and CMS generator usage during Run 2 benchmarking of different MC generator CPU performance and first studies on using MC generator code on new architectures.'
'Li{comma} Qiang', '773049', 'Addressing the software and computing challenges of physics event generators', 'The HL-LHC physics program will require unprecedented computing resources for simulated collisions and therefore Monte Carlo MC event generation. The number of MC events to generate and simulate which scales as the integrated luminosity of real collisions is expected to increase at a much faster rate than the available computing resources. The fraction of CPU consumed by MC event generators will also increase dramatically as the LHC experiments are expected to use primarily fast detector simulation. In addition the availability and reliance upon higher precision theoretical calculations is also expected to increase resulting in increased computing resource requirements for MC generation compared to today. Consequently to ensure physics results are not restricted by a limited number of MC events that can be generated on the available resources significant optimisation upon the current model is required.\n\nTo achieve this first a detailed analysis of the current computing model for MC event generators is required followed by optimisation to improve generator software performance. In addition developing generator software to be able to exploit the evolution of computing architectures in the HL-LHC era which will likely take the form of accelerator-based High Performance Computing clusters will be vital. Such architectures are better suited to the smaller code-bases of MC generators rather than the vast code bases of the LHC experiments simulation and reconstruction infrastructures. Finally more precise projections of the generator-level physics requirements for HL-LHC are also required from theorists and experimentalists.\n\nThe HEP Software Foundation has recently created an Event Generators Working Group that aims to bring together MC generator authors LHC experiment users and software experts to address these issues. The first results of this working group are presented here. This includes a detailed study of the ATLAS and CMS generator usage during Run 2 benchmarking of different MC generator CPU performance and first studies on using MC generator code on new architectures.'
'Valassi{comma} Andrea', '773049', 'Addressing the software and computing challenges of physics event generators', 'The HL-LHC physics program will require unprecedented computing resources for simulated collisions and therefore Monte Carlo MC event generation. The number of MC events to generate and simulate which scales as the integrated luminosity of real collisions is expected to increase at a much faster rate than the available computing resources. The fraction of CPU consumed by MC event generators will also increase dramatically as the LHC experiments are expected to use primarily fast detector simulation. In addition the availability and reliance upon higher precision theoretical calculations is also expected to increase resulting in increased computing resource requirements for MC generation compared to today. Consequently to ensure physics results are not restricted by a limited number of MC events that can be generated on the available resources significant optimisation upon the current model is required.\n\nTo achieve this first a detailed analysis of the current computing model for MC event generators is required followed by optimisation to improve generator software performance. In addition developing generator software to be able to exploit the evolution of computing architectures in the HL-LHC era which will likely take the form of accelerator-based High Performance Computing clusters will be vital. Such architectures are better suited to the smaller code-bases of MC generators rather than the vast code bases of the LHC experiments simulation and reconstruction infrastructures. Finally more precise projections of the generator-level physics requirements for HL-LHC are also required from theorists and experimentalists.\n\nThe HEP Software Foundation has recently created an Event Generators Working Group that aims to bring together MC generator authors LHC experiment users and software experts to address these issues. The first results of this working group are presented here. This includes a detailed study of the ATLAS and CMS generator usage during Run 2 benchmarking of different MC generator CPU performance and first studies on using MC generator code on new architectures.'
'Yazgan{comma} Efe', '773049', 'Addressing the software and computing challenges of physics event generators', 'The HL-LHC physics program will require unprecedented computing resources for simulated collisions and therefore Monte Carlo MC event generation. The number of MC events to generate and simulate which scales as the integrated luminosity of real collisions is expected to increase at a much faster rate than the available computing resources. The fraction of CPU consumed by MC event generators will also increase dramatically as the LHC experiments are expected to use primarily fast detector simulation. In addition the availability and reliance upon higher precision theoretical calculations is also expected to increase resulting in increased computing resource requirements for MC generation compared to today. Consequently to ensure physics results are not restricted by a limited number of MC events that can be generated on the available resources significant optimisation upon the current model is required.\n\nTo achieve this first a detailed analysis of the current computing model for MC event generators is required followed by optimisation to improve generator software performance. In addition developing generator software to be able to exploit the evolution of computing architectures in the HL-LHC era which will likely take the form of accelerator-based High Performance Computing clusters will be vital. Such architectures are better suited to the smaller code-bases of MC generators rather than the vast code bases of the LHC experiments simulation and reconstruction infrastructures. Finally more precise projections of the generator-level physics requirements for HL-LHC are also required from theorists and experimentalists.\n\nThe HEP Software Foundation has recently created an Event Generators Working Group that aims to bring together MC generator authors LHC experiment users and software experts to address these issues. The first results of this working group are presented here. This includes a detailed study of the ATLAS and CMS generator usage during Run 2 benchmarking of different MC generator CPU performance and first studies on using MC generator code on new architectures.'
'McFayden{comma} Josh', '773049', 'Addressing the software and computing challenges of physics event generators', 'The HL-LHC physics program will require unprecedented computing resources for simulated collisions and therefore Monte Carlo MC event generation. The number of MC events to generate and simulate which scales as the integrated luminosity of real collisions is expected to increase at a much faster rate than the available computing resources. The fraction of CPU consumed by MC event generators will also increase dramatically as the LHC experiments are expected to use primarily fast detector simulation. In addition the availability and reliance upon higher precision theoretical calculations is also expected to increase resulting in increased computing resource requirements for MC generation compared to today. Consequently to ensure physics results are not restricted by a limited number of MC events that can be generated on the available resources significant optimisation upon the current model is required.\n\nTo achieve this first a detailed analysis of the current computing model for MC event generators is required followed by optimisation to improve generator software performance. In addition developing generator software to be able to exploit the evolution of computing architectures in the HL-LHC era which will likely take the form of accelerator-based High Performance Computing clusters will be vital. Such architectures are better suited to the smaller code-bases of MC generators rather than the vast code bases of the LHC experiments simulation and reconstruction infrastructures. Finally more precise projections of the generator-level physics requirements for HL-LHC are also required from theorists and experimentalists.\n\nThe HEP Software Foundation has recently created an Event Generators Working Group that aims to bring together MC generator authors LHC experiment users and software experts to address these issues. The first results of this working group are presented here. This includes a detailed study of the ATLAS and CMS generator usage during Run 2 benchmarking of different MC generator CPU performance and first studies on using MC generator code on new architectures.'
